,Site,Code,UCode,Type,StateCode,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName,UName
937,GMS72A,LP4,,LP,,1972 Jan,1972 Mar,Shirshov 72A,Shirsov cruise Jan-Mar 1972,Pacific Ocean,-150.0000,16.0000,1.0000,DVNG,,,
938,GMS72A,LP5,,LP,,1972 Jan,1972 Mar,Shirshov 72A,Shirsov cruise Jan-Mar 1972,Pacific Ocean,-150.0000,12.0000,1.0000,DVNG,,,
939,GMS72A,LP6,,LP,,1972 Jan,1972 Mar,Shirshov 72A,Shirsov cruise Jan-Mar 1972,Pacific Ocean,-149.0000,9.0000,1.0000,DVNG,,,
940,GMS72A,LP7,,LP,,1972 Jan,1972 Mar,Shirshov 72A,Shirsov cruise Jan-Mar 1972,Pacific Ocean,-150.0000,5.0000,1.0000,DVNG,,,
941,GMS72A,LP8,,LP,,1972 Jan,1972 Mar,Shirshov 72A,Shirsov cruise Jan-Mar 1972,Pacific Ocean,-150.0000,0.0000,1.0000,DVNG,,,
942,GMS72A,LP9,,LP,,1972 Jan,1972 Mar,Shirshov 72A,Shirsov cruise Jan-Mar 1972,Pacific Ocean,-150.0000,-6.0000,1.0000,DVNG,,,
943,GMS72B,LP1,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,40.0000,1.0000,DNVG,,,
944,GMS72B,LP10,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,15.0000,1.0000,DNVG,,,
945,GMS72B,LP11,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,23.0000,1.0000,DNVG,,,
946,GMS72B,LP12,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,29.0000,1.0000,DNVG,,,
947,GMS72B,LP13,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,31.0000,1.0000,DNVG,,,
948,GMS72B,LP14,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,39.0000,1.0000,DNVG,,,
949,GMS72B,LP2,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,32.0000,1.0000,DNVG,,,
950,GMS72B,LP3,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,23.0000,1.0000,DNVG,,,
951,GMS72B,LP4,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,14.0000,1.0000,DNVG,,,
952,GMS72B,LP5,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,9.0000,1.0000,DNVG,,,
953,GMS72B,LP6,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,5.0000,1.0000,DNVG,,,
954,GMS72B,LP7,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,-5.0000,1.0000,DNVG,,,
955,GMS72B,LP8,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,162.0000,-7.0000,1.0000,DNVG,,,
956,GMS72B,LP9,,LP,,1972 Jan,1972 Mar,Korolev 1972,Korolev cruise 1972 Jan-Mar,Pacific Ocean,160.0000,10.0000,1.0000,DNVG,,,
957,GMS72C,LP1,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-32.0000,1.0000,DVNG,,,
958,GMS72C,LP10,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-15.0000,1.0000,DVNG,,,
959,GMS72C,LP11,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,1.0000,1.0000,DVNG,,,
960,GMS72C,LP12,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,6.0000,1.0000,DVNG,,,
961,GMS72C,LP13,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,9.0000,1.0000,DVNG,,,
962,GMS72C,LP14,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-5.0000,1.0000,DVNG,,,
963,GMS72C,LP15,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,5.0000,1.0000,DVNG,,,
964,GMS72C,LP16,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,13.0000,1.0000,DVNG,,,
965,GMS72C,LP3,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-31.0000,1.0000,DVNG,,,
966,GMS72C,LP4,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-35.0000,1.0000,DVNG,,,
967,GMS72C,LP5,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-45.0000,1.0000,DVNG,,,
968,GMS72C,LP7,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-41.0000,1.0000,DVNG,,,
969,GMS72C,LP9,,LP,,1972 Jul,1972 Aug,Shirshov 72B,Shirsov cruise Jul-Aug 1972,Indian Ocean,65.0000,-26.0000,1.0000,DVNG,,,
970,GMS72D,LP1,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,35.0000,1.0000,DVNG,,,
971,GMS72D,LP10,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-10.0000,1.0000,DVNG,,,
972,GMS72D,LP11,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-9.0000,1.0000,DVNG,,,
973,GMS72D,LP12,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-19.0000,1.0000,DVNG,,,
974,GMS72D,LP13,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-30.0000,1.0000,DVNG,,,
975,GMS72D,LP14,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-37.0000,1.0000,DVNG,,,
976,GMS72D,LP15,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-15.0000,1.0000,DVNG,,,
977,GMS72D,LP16,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,4.0000,1.0000,DVNG,,,
978,GMS72D,LP17,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,9.0000,1.0000,DVNG,,,
979,GMS72D,LP18,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,14.0000,1.0000,DVNG,,,
980,GMS72D,LP19,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,27.0000,1.0000,DVNG,,,
981,GMS72D,LP2,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,31.0000,1.0000,DVNG,,,
982,GMS72D,LP20,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,32.0000,1.0000,DVNG,,,
983,GMS72D,LP21,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-45.0000,1.0000,DVNG,,,
984,GMS72D,LP22,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-48.0000,1.0000,DVNG,,,
985,GMS72D,LP3,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,26.0000,1.0000,DVNG,,,
986,GMS72D,LP4,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,21.0000,1.0000,DVNG,,,
987,GMS72D,LP5,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,13.0000,1.0000,DVNG,,,
988,GMS72D,LP6,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,10.0000,1.0000,DVNG,,,
989,GMS72D,LP7,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,5.0000,1.0000,DVNG,,,
990,GMS72D,LP8,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-1.0000,1.0000,DVNG,,,
991,GMS72D,LP9,,LP,,1972 Dec,1973 Mar,Shirshov 72C,Shirsov cruise Dec 1972- Mar 1973,Pacific Ocean,165.0000,-5.0000,1.0000,DVNG,,,
992,GMS73A,LP1,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,20.0000,1.0000,DNVG,,,
993,GMS73A,LP2,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,10.0000,1.0000,DNVG,,,
994,GMS73A,LP3,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,5.0000,1.0000,DNVG,,,
995,GMS73A,LP5,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,-19.0000,1.0000,DNVG,,,
996,GMS73A,LP6,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,-5.0000,1.0000,DNVG,,,
997,GMS73A,LP7,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,4.0000,1.0000,DNVG,,,
998,GMS73A,LP8,,LP,,1973 Feb,1973 Mar,Korolev 1973,Korolev cruise 1973 Feb-Mar,Indian Ocean,65.0000,-4.0000,1.0000,DNVG,,,
999,GMS73B,LP1,,LP,,1973 May,1973 Jul,GMS73B  LP1,Voeykov cruise May-Jul 1973,Indian Ocean,66.0000,8.0000,0.1000,DVNG,,,
1000,GMS73B,LP10,,LP,,1973 May,1973 Jul,GMS73B  LP10,Voeykov cruise May-Jul 1973,Indian Ocean,88.0000,0.0000,0.1000,DVNG,,,
1001,GMS73B,LP2,,LP,,1973 May,1973 Jul,GMS73B  LP2,Voeykov cruise May-Jul 1973,Indian Ocean,55.0000,0.0000,0.1000,DVNG,,,
1002,GMS73B,LP3,,LP,,1973 May,1973 Jul,GMS73B  LP3,Voeykov cruise May-Jul 1973,Indian Ocean,50.0000,0.0000,0.1000,DVNG,,,
1003,GMS73B,LP4,,LP,,1973 May,1973 Jul,GMS73B  LP4,Voeykov cruise May-Jul 1973,Indian Ocean,45.0000,0.0000,0.1000,DVNG,,,
1004,GMS73B,LP5,,LP,,1973 May,1973 Jul,GMS73B  LP5,Voeykov cruise May-Jul 1973,Indian Ocean,49.0000,0.0000,0.1000,DVNG,,,
1005,GMS73B,LP6,,LP,,1973 May,1973 Jul,GMS73B  LP6,Voeykov cruise May-Jul 1973,Indian Ocean,57.0000,-6.0000,0.1000,DVNG,,,
1006,GMS73B,LP7,,LP,,1973 May,1973 Jul,GMS73B  LP7,Voeykov cruise May-Jul 1973,Indian Ocean,76.0000,0.0000,0.1000,DVNG,,,
1007,GMS73B,LP8,,LP,,1973 May,1973 Jul,GMS73B  LP8,Voeykov cruise May-Jul 1973,Indian Ocean,78.0000,0.0000,0.1000,DVNG,,,
1008,GMS73B,LP9,,LP,,1973 May,1973 Jul,GMS73B  LP9,Voeykov cruise May-Jul 1973,Indian Ocean,82.0000,0.0000,0.1000,DVNG,,,
1009,GMS73C,LP1,,LP,,1973,1973 Jun 12,GMS73CLP7,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 1",Atlantic Ocean,-24.9700,-2.1800,0.0100,GMS,,,
1010,GMS73C,LP10,,LP,,1973,1973,GMS73CLP5,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 10",Atlantic Ocean,-30.0000,50.0000,5.0000,GMS,,,
1011,GMS73C,LP2,,LP,,1973,1973 Jun 12,GMS73CLP1,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 2",Atlantic Ocean,-25.2000,-2.3300,0.0100,GMS,,,
1012,GMS73C,LP3,,LP,,1973,1973 Jun 13,GMS73CLP2,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 3",Atlantic Ocean,-25.2000,-1.8000,0.0100,GMS,,,
1013,GMS73C,LP4,,LP,,1973,1973 Jun 14,GMS73CLP3,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 4",Atlantic Ocean,-24.9700,-2.4000,0.0100,GMS,,,
1014,GMS73C,LP5,,LP,,1973,1973 Jun 14,GMS73CLP4,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 5",Atlantic Ocean,-24.9800,-2.5700,0.0100,GMS,,,
1015,GMS73C,LP6,,LP,,1973,1973,GMS73CLP6,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 6",Atlantic Ocean,-28.1830,17.0000,0.0100,GMS,,,
1016,GMS73C,LP7,,LP,,1973,1973 Jun 12,GMS73CLP7,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 7",Atlantic Ocean,-30.0000,25.0000,5.0000,GMS,,,
1017,GMS73C,LP8,,LP,,1973,1973,GMS73CLP5,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 8",Atlantic Ocean,-30.0000,49.6300,0.0100,GMS,,,
1018,GMS73C,LP9,,LP,,1973,1973,GMS73CLP5,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 9",Atlantic Ocean,-30.0000,50.0000,5.0000,GMS,,,
1019,GMS73D,LP1,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-169.0000,33.0000,1.0000,DVNG,,,
1020,GMS73D,LP10,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-15.0000,1.0000,DVNG,,,
1021,GMS73D,LP11,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-19.0000,1.0000,DVNG,,,
1022,GMS73D,LP12,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-25.0000,1.0000,DVNG,,,
1023,GMS73D,LP13,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-30.0000,1.0000,DVNG,,,
1024,GMS73D,LP14,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-20.0000,1.0000,DVNG,,,
1025,GMS73D,LP15,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-10.0000,1.0000,DVNG,,,
1026,GMS73D,LP16,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-47.0000,-3.0000,1.0000,DVNG,,,
1027,GMS73D,LP17,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-129.0000,13.0000,1.0000,DVNG,,,
1028,GMS73D,LP18,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-130.0000,13.0000,1.0000,DVNG,,,
1029,GMS73D,LP19,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-170.0000,19.0000,1.0000,DVNG,,,
1030,GMS73D,LP2,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-179.0000,29.0000,1.0000,DVNG,,,
1031,GMS73D,LP20,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,175.0000,28.0000,1.0000,DVNG,,,
1032,GMS73D,LP3,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-162.0000,23.0000,1.0000,DVNG,,,
1033,GMS73D,LP4,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Pacific Ocean,-97.0000,10.0000,1.0000,DVNG,,,
1034,GMS73D,LP5,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-60.0000,20.0000,1.0000,DVNG,,,
1035,GMS73D,LP6,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-54.0000,10.0000,1.0000,DVNG,,,
1036,GMS73D,LP7,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-46.0000,5.0000,1.0000,DVNG,,,
1037,GMS73D,LP8,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-38.0000,0.0000,1.0000,DVNG,,,
1038,GMS73D,LP9,,LP,,1973 Jul,1973 Sep,Korolev 73B,Korolev cruise Jul-Sep 1973,Atlantic Ocean,-30.0000,-10.0000,1.0000,DVNG,,,
1039,GMS73E,LP1,,LP,,1973 Oct,1973 Dec,GMS73E  LP1,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,29.0000,0.1000,DVNG,,,
1040,GMS73E,LP10,,LP,,1973 Oct,1973 Dec,GMS73E  LP10,Voeykov cruise Oct-Dec 1973,Pacific Ocean,179.0000,-23.0000,0.1000,DVNG,,,
1041,GMS73E,LP11,,LP,,1973 Oct,1973 Dec,GMS73E  LP10,Voeykov cruise Oct-Dec 1973,Pacific Ocean,179.0000,4.0000,0.1000,DVNG,,,
1042,GMS73E,LP12,,LP,,1973 Oct,1973 Dec,GMS73E  LP10,Voeykov cruise Oct-Dec 1973,Pacific Ocean,179.0000,25.0000,0.1000,DVNG,,,
1043,GMS73E,LP13,,LP,,1973 Oct,1973 Dec,GMS73E  LP10,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,31.0000,0.1000,DVNG,,,
1044,GMS73E,LP14,,LP,,1973 Oct,1973 Dec,GMS73E  LP10,Voeykov cruise Oct-Dec 1973,Pacific Ocean,176.0000,40.0000,0.1000,DVNG,,,
1045,GMS73E,LP2,,LP,,1973 Oct,1973 Dec,GMS73E  LP2,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,22.0000,0.1000,DVNG,,,
1046,GMS73E,LP3,,LP,,1973 Oct,1973 Dec,GMS73E  LP3,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,-3.0000,0.1000,DVNG,,,
1047,GMS73E,LP5,,LP,,1973 Oct,1973 Dec,GMS73E  LP5,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,-4.0000,0.1000,DVNG,,,
1048,GMS73E,LP6,,LP,,1973 Oct,1973 Dec,GMS73E  LP6,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,-28.0000,0.1000,DVNG,,,
1049,GMS73E,LP7,,LP,,1973 Oct,1973 Dec,GMS73E  LP7,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,-39.0000,0.1000,DVNG,,,
1050,GMS73E,LP8,,LP,,1973 Oct,1973 Dec,GMS73E  LP8,Voeykov cruise Oct-Dec 1973,Pacific Ocean,180.0000,-40.0000,0.1000,DVNG,,,
1051,GMS73E,LP9,,LP,,1973 Oct,1973 Dec,GMS73E  LP9,Voeykov cruise Oct-Dec 1973,Pacific Ocean,179.0000,-30.0000,0.1000,DVNG,,,
1052,GMS73F,LP1,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Pacific Ocean,165.0000,20.0000,1.0000,DVNG,,,
1053,GMS73F,LP10,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,64.0000,-29.0000,1.0000,DVNG,,,
1054,GMS73F,LP11,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,63.0000,-14.0000,1.0000,DVNG,,,
1055,GMS73F,LP12,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,61.0000,-6.0000,1.0000,DVNG,,,
1056,GMS73F,LP13,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,59.0000,0.0000,1.0000,DVNG,,,
1057,GMS73F,LP14,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,57.0000,4.0000,1.0000,DVNG,,,
1058,GMS73F,LP16,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,81.0000,0.0000,1.0000,DVNG,,,
1059,GMS73F,LP17,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,87.0000,0.0000,1.0000,DVNG,,,
1060,GMS73F,LP2,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Pacific Ocean,177.0000,0.0000,1.0000,DVNG,,,
1061,GMS73F,LP3,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Pacific Ocean,175.0000,0.0000,1.0000,DVNG,,,
1062,GMS73F,LP4,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Pacific Ocean,-179.0000,0.0000,1.0000,DVNG,,,
1063,GMS73F,LP5,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Pacific Ocean,179.0000,-4.0000,1.0000,DVNG,,,
1064,GMS73F,LP6,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Pacific Ocean,-179.0000,-10.0000,1.0000,DVNG,,,
1065,GMS73F,LP7,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,100.0000,-46.0000,1.0000,DVNG,,,
1066,GMS73F,LP8,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,82.0000,-48.0000,1.0000,DVNG,,,
1067,GMS73F,LP9,,LP,,1973 Dec,1974 Mar,Shirshov 73B,Shirsov cruise Dec 1973-Mar 1974,Indian Ocean,70.0000,-44.0000,1.0000,DVNG,,,
1068,GMS74A,LP1,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,40.0000,1.0000,DVNG,,,
1069,GMS74A,LP10,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-161.0000,0.0000,1.0000,DVNG,,,
1070,GMS74A,LP11,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-160.0000,5.0000,1.0000,DVNG,,,
1071,GMS74A,LP12,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-160.0000,38.0000,1.0000,DVNG,,,
1072,GMS74A,LP13,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-160.0000,44.0000,1.0000,DVNG,,,
1073,GMS74A,LP14,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-161.0000,50.0000,1.0000,DVNG,,,
1074,GMS74A,LP15,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-178.0000,50.0000,1.0000,DVNG,,,
1075,GMS74A,LP16,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,160.0000,50.0000,1.0000,DVNG,,,
1076,GMS74A,LP17,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,159.0000,9.0000,1.0000,DVNG,,,
1077,GMS74A,LP2,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,26.0000,1.0000,DVNG,,,
1078,GMS74A,LP3,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,4.0000,1.0000,DVNG,,,
1079,GMS74A,LP4,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,1.0000,1.0000,DVNG,,,
1080,GMS74A,LP5,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,-2.0000,1.0000,DVNG,,,
1081,GMS74A,LP6,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,-10.0000,1.0000,DVNG,,,
1082,GMS74A,LP7,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,180.0000,-18.0000,1.0000,DVNG,,,
1083,GMS74A,LP9,,LP,,1974 Jan,1974 May,Shokal'skiy,Shokal'skiy 1974 cruise,Pacific Ocean,-170.0000,0.0000,1.0000,DVNG,,,
1084,GMS74B,LP1,,LP,,1974 Feb,1974 May,Korolev 1974,Korolev cruise Feb-May 1974,Pacific Ocean,160.0000,34.0000,1.0000,DVNG,,,
1085,GMS74B,LP10,,LP,,1974 Feb,1974 May,Korolev 1974,Korolev cruise Feb-May 1974,Pacific Ocean,-154.0000,0.0000,1.0000,DVNG,,,
1086,GMS74B,LP11,,LP,,1974 Feb,1974 May,Korolev 1974,Korolev cruise Feb-May 1974,Pacific Ocean,-140.0000,0.0000,1.0000,DVNG,,,
